item_id,item_title,price,Action,Casual,Indie,Simulation,Strategy,Free to Play,RPG,Sports,Adventure,Racing,Early Access,Massively Multiplayer,Animation & Modeling,Video Production,Utilities,Web Publishing,Education,Software Training,Design & Illustration,Audio Production,Photo Editing,Accounting,release_year,playtime_forever,mean_recommend,mean_sentiment_analysis,total_reviews,players
768880,Beach Rules,3.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,,,,,
765320,Planetarium 2 - Zen Odyssey,2.99,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,,,,,
773650,The first thrust of God,1.5899999999999999,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,,,,,
774271,SNOW - Starter Pack,14.99,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,,,,,
773690,The first thrust of God - All Aircrafts,1.99,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,,,,,
774279,SNOW - Lifetime Pack,59.99,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,,,,,
772590,After Life VR,4.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
640250,Kitty Hawk,2.99,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
768060,The Warrior Of Treasures,0.99,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,,,,,
711440,Mortars VR,0.99,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
775880,RC Plane 3 - Canyon Scenario,2.99,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017,,,,,
775881,RC Plane 3 - F-53B,2.99,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017,,,,,
653960,DinoBlaster,4.99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,,,,,
777910,Robotpencil Presents: Understanding 3D for Concept,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,,,,,
282010,Carmageddon Max Pack,9.99,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1997,9319.0,1.0,1.0,1.0,175.0
70,Half-Life,9.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,2682852.0,0.9838709677419355,1.3225806451612903,62.0,7750.0
752360,Fallen Mage,1.99,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,,,,,
594200,Don't Get Hit In The Face,3.99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
520680,Lost Cities,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,,,,,
690410,Twisted Enhanced Edition,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,,,,,
766850,Vaporwave Simulator,0.99,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,,,,,
413120,Tactics Forever,0.0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2018,,,,,
773120,Christmas Santa Troubles,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,,,,,
680970,Kingdom Watcher,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
754360,Underdone - Soundtrack,8.99,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,,,,,
716110,Bitcoin Clicker,0.99,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,,,,,
1640,Disciples II: Gallean's Return,6.99,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,27397.0,,,,196.0
1630,Disciples II: Rise of the Elves,6.99,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,21111.0,,,,164.0
2400,The Ship: Murder Party,9.99,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1048156.0,0.9565217391304348,1.2608695652173914,23.0,6358.0
662570,United Tactics,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
381620,Life of Rome,0.0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,
714020,Idle Adventure,0.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
541930,Panoptic,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
759920,Souland,7.99,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,,,,,
659780,Darkness and a Crowd,0.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,,,,,
603280,TAROTICA VOO DOO,10.99,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,,,,,
753110,Chronicles of Vinland,9.99,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,,,,,
753100,Orbitality,9.99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,,,,,
769350,Medicalholodeck Personal Version,29.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,
764280,Atomic Adam: Episode 1,1.99,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,,,,,
374970,Golf Masters,0.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,1.0
758550,Mirt. Tales of the Cold Land. Chapter 2,0.99,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,,,,,
3800,Advent Rising,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,13691.0,1.0,0.0,1.0,89.0
1520,DEFCON,9.99,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,221438.0,0.75,1.0,8.0,2521.0
2420,The Ship: Single Player,9.99,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,194048.0,1.0,2.0,2.0,6334.0
4000,Garry's Mod,9.99,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2006,448366616.0,0.9711815561959655,1.3619596541786743,1735.0,43301.0
4230,RACE - The WTCC Game,39.99,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006,80951.0,,,,223.0
4900,Zen of Sudoku,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,154.0,,,,10.0
2520,Gumboy - Crazy Adventures™,4.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1339.0,,,,307.0
6200,Ghost Master®,4.99,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,43255.0,,,,405.0
6210,Vegas: Make It Big™,4.99,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,8226.0,1.0,2.0,1.0,145.0
6300,Dreamfall: The Longest Journey,19.99,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,21296.0,,,,214.0
2990,FlatOut 2™,9.99,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006,269881.0,1.0,1.0,6.0,812.0
6220,FlatOut,7.49,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2005,42577.0,1.0,1.5,4.0,606.0
6510,Lost Planet™: Extreme Condition,14.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,43655.0,,,,341.0
3980,CivCity: Rome,9.99,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,12286.0,,,,77.0
1700,Arx Fatalis,4.99,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,19254.0,,,,234.0
6310,The Longest Journey,9.99,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,52528.0,1.0,1.5,2.0,344.0
3990,Civilization IV®: Warlords,4.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,139346.0,,,,2880.0
7610,Railroad Tycoon 3,9.99,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,15397.0,,,,535.0
7600,Sid Meier's Railroads!,9.99,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,216479.0,1.0,2.0,1.0,1623.0
7620,Railroad Tycoon II Platinum,4.99,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,823.0,,,,89.0
2540,RIP - Trilogy™,4.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,6363.0,,,,525.0
7650,X-COM: Terror From the Deep,4.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,49839.0,,,,1678.0
8000,Tomb Raider: Anniversary,8.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,102745.0,1.0,2.0,1.0,2240.0
6550,Devil May Cry® 3 Special Edition,19.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,67480.0,0.8333333333333334,0.6666666666666666,6.0,579.0
8200,Sam &amp; Max 101: Culture Shock,19.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,49151.0,,,,538.0
2290,Final DOOM,4.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,15646.0,1.0,2.0,1.0,1236.0
2570,Vigil: Blood Bitterness™,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,811.0,0.0,0.0,1.0,281.0
8210,Sam &amp; Max 102: Situation: Comedy,19.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,31288.0,,,,536.0
2280,Ultimate Doom,4.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,78153.0,1.0,1.125,8.0,1343.0
9160,Master Levels for Doom II,14.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,8080.0,1.0,2.0,1.0,1360.0
2300,DOOM II,4.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,66762.0,1.0,1.3333333333333333,3.0,1360.0
2270,Wolfenstein 3D,4.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,32636.0,1.0,1.3333333333333333,6.0,1184.0
9010,Return to Castle Wolfenstein,4.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,103106.0,1.0,1.0,1.0,1231.0
9040,QUAKE Mission Pack 1: Scourge of Armagon,2.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,9449.0,,,,1062.0
9000,Spear of Destiny,2.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3329.0,,,,904.0
3810,BloodRayne,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,16613.0,,,,149.0
9030,QUAKE Mission Pack 2: Dissolution of Eternity,2.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8996.0,,,,1060.0
2310,QUAKE,4.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,93387.0,1.0,1.3333333333333333,3.0,1252.0
3230,Genesis Rising,4.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,4292.0,,,,96.0
9310,"Warhammer® 40,000: Dawn of War® – Winter Assault",12.99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,295751.0,,,,3279.0
7670,BioShock™,19.99,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,2710399.0,0.9859154929577465,1.3661971830985915,71.0,10272.0
4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",12.99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,744402.0,1.0,1.5833333333333333,12.0,4915.0
4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade",12.99,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1881366.0,1.0,1.5833333333333333,12.0,3521.0
4760,Rome: Total War™ - Collection,9.99,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,3019744.0,1.0,1.7777777777777777,18.0,3876.0
4770,Rome: Total War™ - Alexander,4.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,90058.0,,,,1375.0
50970,Mystery Case Files: Madame Fate®,6.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,31.0,,,,1.0
12170,Grand Theft Auto,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,14990.0,,,,797.0
12180,Grand Theft Auto 2,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,8520.0,,,,797.0
12130,Manhunt,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,8101.0,1.0,2.0,1.0,95.0
12160,Midnight Club 2,9.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2003,30635.0,1.0,2.0,1.0,476.0
12150,Max Payne 2: The Fall of Max Payne,9.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,199683.0,0.0,1.0,2.0,1392.0
7000,Tomb Raider: Legend,6.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,70912.0,1.0,2.0,2.0,2228.0
12140,Max Payne,9.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,284475.0,1.0,1.5,4.0,1370.0
17480,Command &amp; Conquer: Red Alert 3,19.99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1563982.0,0.9166666666666666,1.5,12.0,1553.0
12500,PuzzleQuest: Challenge of the Warlords,9.99,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,128296.0,1.0,1.3333333333333333,3.0,186.0
12310,Culpa Innata,9.99,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,207.0,,,,58.0
12510,Prison Tycoon 3™: Lockdown,9.99,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,37069.0,0.0,2.0,1.0,114.0
12530,Hunting Unlimited™ 2008,9.99,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,3864.0,,,,88.0
12520,18 Wheels of Steel: American Long Haul,9.99,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2007,24737.0,,,,131.0
8100,Conflict: Denied Ops,5.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,4343.0,,,,194.0
2780,ARMA: Combat Operations,7.99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,18714.0,,,,127.0
9730,Tycoon City: New York,9.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1432.0,0.0,1.0,1.0,58.0
9710,Desperados 2: Cooper's Revenge,9.99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1820.0,,,,137.0
9800,Death to Spies,4.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,15387.0,,,,261.0
9760,Act of War: High Treason,2.99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,11466.0,,,,38.0
2700,RollerCoaster Tycoon® 3: Platinum,19.99,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,942672.0,1.0,1.5,8.0,1712.0
2710,Act of War: Direct Action,2.99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,10225.0,,,,39.0
13200,Unreal 2: The Awakening,14.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,24757.0,,,,941.0
13250,Unreal Gold,9.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,24185.0,1.0,2.0,1.0,950.0
13000,Ninja Reflex: Steamworks Edition,4.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2236.0,,,,48.0
13560,Tom Clancy's Splinter Cell®,9.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,79588.0,0.0,0.5,2.0,517.0
13520,Far Cry®,9.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,327093.0,0.8,1.8,5.0,3189.0
13240,Unreal Tournament: Game of the Year Edition,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,205759.0,,,,1140.0
13540,Tom Clancy's Rainbow Six® Vegas,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,22539.0,0.0,1.0,1.0,677.0
15210,Silent Hunter® III,9.99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,80464.0,,,,133.0
16180,Virtual Villagers - The Secret City,9.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,10963.0,,,,32.0
3520,Mystery P.I.™ - The Vegas Heist,4.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2273.0,,,,70.0
15970,Luxor,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,4197.0,,,,27.0
15950,Reaxxion,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,3050.0,,,,67.0
15960,Little Farm,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,5004.0,,,,74.0
15900,7 Wonders II,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,389.0,,,,46.0
15910,Luxor Amun Rising,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,793.0,,,,27.0
15930,Luxor 3,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,3892.0,,,,59.0
15160,Petz® Horsez® 2,9.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,61001.0,,,,17.0
15920,Luxor 2,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,5574.0,,,,39.0
15080,Rayman Raving Rabbids™,9.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,3728.0,,,,29.0
15200,Silent Hunter®: Wolves of the Pacific,9.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,39164.0,1.0,2.0,1.0,100.0
15320,IL-2 Sturmovik: 1946,9.99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,203132.0,0.8888888888888888,1.3333333333333333,9.0,512.0
15240,Silent Hunter®: Wolves of the Pacific U-Boat Missions,9.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,14365.0,,,,64.0
8310,Bone: Out From Boneville,9.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1462.0,1.0,0.0,1.0,143.0
12600,Midnight Outlaw: 6 Hours to SunUp,9.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2005,533.0,,,,96.0
8320,Bone: The Great Cow Race,9.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,624.0,,,,142.0
12590,Sprint Cars Road to Knoxville,9.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,7472.0,1.0,2.0,1.0,88.0
12580,Dr. Daisy Pet Vet,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2559.0,,,,36.0
12560,Ride! Carnival Tycoon,9.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1053.0,,,,107.0
12570,Hot Dish,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,48.0,,,,29.0
12540,Mahjongg Investigations: Under Suspicion,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,508.0,,,,31.0
11050,Dracula Origin,9.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,3609.0,,,,96.0
10520,Beijing 2008™ - The Official Video Game of the Olympic Games,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,0.0,,,,1.0
11040,Sherlock Holmes - Nemesis,9.99,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,7558.0,,,,146.0
19500,Eternity's Child,4.99,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1552.0,0.0,1.0,1.0,47.0
11260,Pacific Storm Allies,7.99,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,16490.0,0.0,0.0,1.0,134.0
19200,Tank Universal,4.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,8740.0,,,,438.0
12360,FlatOut: Ultimate Carnage,19.99,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,161822.0,1.0,1.3333333333333333,3.0,674.0
15710,Oddworld: Abe's Exoddus®,2.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,154058.0,1.0,2.0,5.0,1434.0
15700,Oddworld: Abe's Oddysee®,2.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,268935.0,1.0,1.5555555555555556,18.0,3044.0
8660,GTR Evolution Expansion Pack for RACE 07,7.99,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,976.0,,,,2744.0
7770,X-COM: Enforcer,4.99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,7416.0,1.0,0.0,1.0,1654.0
7660,X-COM: Apocalypse,4.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,69682.0,1.0,2.0,2.0,1677.0
7760,X-COM: UFO Defense,4.99,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,187144.0,1.0,0.6666666666666666,3.0,1822.0
20510,S.T.A.L.K.E.R.: Clear Sky,9.99,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,515443.0,0.8888888888888888,1.5555555555555556,9.0,1616.0
17330,Crysis Warhead®,19.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,183679.0,1.0,1.3333333333333333,3.0,1648.0
17300,Crysis,19.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,934633.0,0.8,1.2,10.0,2520.0
7730,X-COM: Interceptor,4.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,8847.0,1.0,2.0,1.0,1655.0
